
Download Data - raw
Regional - CRCM4.2.3 (Run 1) - SR-A2
Air Temperature - Mean (2m) (degC)
Area: 46.48N 59.85W to 51.69N 51.41W
Baseline Years: 1971 - 2000

lat, lon, year, january, february, march, april, may, june, july, august, september, october, november, december, winter, spring, summer, autumn, annual
47.5, -60, 1989, -0.165287, -0.469662, -0.5115, 1.65664, 4.36213, 7.23892, 9.81183, 10.7003, 11.7885, 10.2979, 6.32264, 3.17436, 0.846469, 1.83576, 9.25034, 9.4697, 5.35057
47.5, -60, 1990, -1.78266, -3.17028, -2.40015, -0.16034, 3.08336, 6.21374, 9.16755, 10.4903, 11.5561, 9.31665, 7.11715, 2.53865, -0.804761, 0.174288, 8.62388, 9.32996, 4.33084
47.5, -60, 1991, -3.06368, -2.90214, -1.17643, 1.09555, 3.89183, 5.67657, 8.80604, 11.2804, 10.6075, 10.2647, 7.15453, 2.92758, -1.01275, 1.27032, 8.58768, 9.34227, 4.54688
47.5, -60, 1992, -1.54699, -3.63084, -2.50552, -0.532625, 2.58986, 5.43311, 8.87853, 10.1086, 10.4099, 8.61506, 6.88806, 3.67167, -0.502053, -0.149429, 8.14009, 8.63767, 4.03157
47.5, -60, 1993, -0.418536, -2.81993, -0.486069, 0.284292, 1.93711, 5.95135, 8.81262, 10.7374, 10.4347, 8.95207, 7.37492, 3.38065, 0.0473938, 0.578446, 8.50046, 8.92055, 4.51171
47.5, -60, 1994, -0.492662, -0.93492, 0.152306, 1.31036, 4.11176, 6.93571, 10.4517, 10.9833, 11.0146, 9.37161, 6.74953, 3.46497, 0.679131, 1.85814, 9.45692, 9.04526, 5.25986
47.5, -60, 1995, -0.057923, -2.14186, -0.467253, 1.12406, 3.87187, 7.48798, 10.5092, 11.6314, 11.4881, 10.1045, 6.99326, 4.72673, 0.842314, 1.50956, 9.87619, 9.52862, 5.43917
47.5, -60, 1996, 0.855994, -1.18896, -0.548237, 1.30869, 3.63682, 6.70733, 9.45934, 11.4923, 11.9119, 10.3624, 7.51582, 3.85983, 1.17562, 1.46576, 9.21967, 9.93006, 5.44778
47.5, -60, 1997, 1.66039, -0.421234, -1.17353, 1.69061, 3.84036, 8.3156, 10.7839, 11.5398, 11.8065, 10.6183, 7.8435, 5.018, 2.08572, 1.45248, 10.2131, 10.0895, 5.96019
47.5, -60, 1998, 0.593257, -2.35497, -1.048, 0.652583, 4.5501, 6.51295, 9.48656, 10.8692, 11.1322, 9.83629, 6.84775, 4.70747, 0.981922, 1.3849, 8.95623, 9.27206, 5.14878
47.5, -60, 1999, -0.903916, -2.41546, -1.23649, 0.959857, 4.01921, 7.07958, 10.2932, 11.7352, 12.3505, 9.83185, 7.12834, 3.38452, 0.0217151, 1.24752, 9.70266, 9.77021, 5.18553
47.5, -60, 2000, 0.342215, -0.342256, 0.415893, 2.32818, 5.89267, 7.8286, 9.73348, 11.3265, 11.3065, 9.202, 7.15362, 4.38767, 1.46254, 2.87891, 9.62953, 9.22072, 5.79793
48, -60, 1971, -1.22976, -4.31618, -4.17461, 0.0915332, 3.3975, 5.83919, 8.75103, 10.4549, 10.2953, 8.65466, 4.88352, 2.30815, -1.07926, -0.228525, 8.34836, 7.94448, 3.74626
48, -60, 1972, -0.731005, -2.47105, -2.98926, -1.00942, 2.06495, 5.98524, 8.30503, 9.80278, 9.86347, 8.5576, 5.66665, 1.52276, -0.559763, -0.644573, 8.03102, 8.02924, 3.71398
48, -60, 1973, -0.391555, -3.38278, -3.79105, -1.03137, 2.10944, 4.87632, 7.85231, 9.80304, 9.89038, 7.75038, 5.47782, 0.368339, -1.13533, -0.904327, 7.51056, 7.7062, 3.29427
48, -60, 1974, -2.88512, -3.78856, -4.27785, -0.986351, 1.73173, 5.009, 8.34699, 9.78034, 10.0753, 8.11994, 5.46, 3.25101, -1.14089, -1.17749, 7.71211, 7.88507, 3.3197
48, -60, 1975, -0.87763, -3.09545, -2.96401, -0.0641723, 2.80217, 5.75099, 8.38574, 9.83712, 10.6191, 9.16919, 6.62579, 4.36877, 0.131899, -0.075337, 7.99128, 8.8047, 4.21314
48, -60, 1976, -0.114321, -2.26514, -2.41013, -0.425122, 2.07851, 5.73118, 8.25524, 10.1649, 10.2149, 7.94391, 4.87753, 2.49995, 0.0401634, -0.252246, 8.05045, 7.67878, 3.87929
48, -60, 1977, -1.95353, -4.24117, -5.37687, -2.06718, 2.33857, 4.69766, 7.7291, 9.69562, 10.5191, 8.76712, 6.86252, 2.56573, -1.20966, -1.70182, 7.37413, 8.71623, 3.29472
48, -60, 1978, -1.58756, -1.24084, -0.383445, -0.303719, 2.5614, 5.87941, 8.91367, 10.2204, 10.2417, 8.21548, 6.3682, 3.26854, 0.146714, 0.624744, 8.33783, 8.27512, 4.3461
