,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
340,2015-12-07,2015,12,7,‡,4.1,,-2.0,,1.1,,16.9,,0.0,,,M,,M,,M,,,,,<31,
341,2015-12-08,2015,12,8,‡,3.9,,-0.4,,1.8,,16.2,,0.0,,0.0,,0.0,,0.0,,,,,,<31,
342,2015-12-09,2015,12,9,‡,7.2,,0.1,,3.7,,14.3,,0.0,,0.0,,0.0,,0.0,,,,15.0,,39,
343,2015-12-10,2015,12,10,‡,9.9,,5.7,,7.8,,10.2,,0.0,,,M,0.0,,,M,,,23.0,,32,
344,2015-12-11,2015,12,11,‡,14.0,,6.4,,10.2,,7.8,,0.0,,0.0,T,0.0,,0.0,T,,,25.0,,70,
345,2015-12-12,2015,12,12,‡,9.6,,2.0,,5.8,,12.2,,0.0,,0.0,,0.0,,0.0,,,,24.0,,37,
346,2015-12-13,2015,12,13,‡,3.4,,-0.7,,1.4,,16.6,,0.0,,2.4,,0.0,,2.4,,,,5.0,,37,
347,2015-12-14,2015,12,14,‡,3.6,,0.9,,2.3,,15.7,,0.0,,7.6,,0.0,,7.6,,,,4.0,,46,
348,2015-12-15,2015,12,15,‡,4.4,,0.1,,2.3,,15.7,,0.0,,5.6,,0.0,,5.6,,,,2.0,,39,
349,2015-12-16,2015,12,16,‡,1.6,,-0.4,,0.6,,17.4,,0.0,,0.0,T,0.0,,0.0,T,,,,,<31,
350,2015-12-17,2015,12,17,‡,7.6,,-1.3,,3.2,,14.8,,0.0,,13.0,,0.0,,13.0,,,,14.0,,37,
351,2015-12-18,2015,12,18,‡,7.0,,1.1,,4.1,,13.9,,0.0,,0.0,,0.0,,0.0,,,,28.0,,41,
352,2015-12-19,2015,12,19,‡,1.5,,-4.8,,-1.7,,19.7,,0.0,,0.0,,0.0,T,0.0,T,0.0,,24.0,,63,
353,2015-12-20,2015,12,20,‡,0.0,,-6.1,,-3.1,,21.1,,0.0,,0.0,,0.0,T,0.0,T,0.0,,27.0,,46,
354,2015-12-21,2015,12,21,‡,4.0,,-1.5,,1.3,,16.7,,0.0,,9.4,,0.0,T,9.4,,0.0,,15.0,,37,
355,2015-12-22,2015,12,22,‡,4.6,,1.0,,2.8,,15.2,,0.0,,4.2,,0.0,,4.2,,,,,,<31,
356,2015-12-23,2015,12,23,‡,10.7,,1.6,,6.2,,11.8,,0.0,,6.6,,0.0,,6.6,,,,3.0,,39,
357,2015-12-24,2015,12,24,‡,16.9,,5.2,,11.1,,6.9,,0.0,,2.2,,0.0,,2.2,,,,24.0,,98,
358,2015-12-25,2015,12,25,‡,7.6,,1.0,,4.3,,13.7,,0.0,,0.0,T,0.0,,0.0,T,,,,,<31,
359,2015-12-26,2015,12,26,‡,3.9,,-2.2,,0.9,,17.1,,0.0,,0.0,,0.0,T,0.0,T,0.0,,3.0,,35,
360,2015-12-27,2015,12,27,‡,1.9,,-4.1,,-1.1,,19.1,,0.0,,4.2,,2.6,,13.4,,1.0,,3.0,,44,
361,2015-12-28,2015,12,28,‡,-4.1,,-10.9,,-7.5,,25.5,,0.0,,0.0,,0.0,T,0.0,T,2.0,,30.0,,44,
362,2015-12-29,2015,12,29,‡,-7.5,,-12.1,,-9.8,,27.8,,0.0,,0.0,,39.2,,39.2,,7.0,,,,<31,
363,2015-12-30,2015,12,30,‡,-5.1,,-9.2,,-7.2,,25.2,,0.0,,0.2,,5.6,,3.4,,16.0,,,,<31,
364,2015-12-31,2015,12,31,‡,-0.4,,-5.2,,-2.8,,20.8,,0.0,,0.0,,0.4,,0.4,,19.0,,26.0,,39,
